source_key,pmid,source_type,reuse_category,license_status,priority,notes
pubmed_discovery_40865525,40865525,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Molecular impact of antisense oligonucleotide therapy in C9orf72-associated ALS.
pubmed_discovery_40849139,40849139,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=4; Antisense oligonucleotide DGAT-2 inhibitor, ION224, for metabolic dysfunction-associated steatohepatitis (ION224-CS2): results of a 51-week, multicentre, randomised, double-blind, placebo-controlled, phase 2 trial."
pubmed_discovery_40763041,40763041,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; A Case Study of Model-Informed Drug Development of a Novel PCSK9 Antisense Oligonucleotide. Part 2: Phase 2 to Phase 3.
pubmed_discovery_40727088,40727088,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Tailored antisense oligonucleotides for ultrarare CNS diseases: An experience-based best practice framework for individual patient evaluation.
pubmed_discovery_40699430,40699430,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Modifying 3'-End RNA Isoforms Using Antisense Oligonucleotides.
pubmed_discovery_40699429,40699429,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Design and Evaluation of a Truncated Protein Induction Strategy by Antisense Oligonucleotide-Mediated Exon Skipping.
pubmed_discovery_40692538,40692538,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=4; Protective Effects of GalNac-Modified Red Blood Cell-Derived Extracellular Vesicles Against Liver Diseases.
pubmed_discovery_40687881,40687881,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Antisense oligonucleotide therapies for monogenic disorders.
pubmed_discovery_40686860,40686860,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Antisense oligonucleotides targeting the SARS-CoV-2 nucleocapsid gene decrease viral titers in hamsters.
pubmed_discovery_40556776,40556776,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; RNA G‑Quadruplex Reprogramming with Guanine-Rich Antisense Oligonucleotides Inhibits Monoamine Oxidase B's Translation.
pubmed_discovery_40540297,40540297,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Structurally Dynamic Polyplexes Enhance Sentinel Lymph Node Delivery of Antisense Oligonucleotides to Inhibit Breast Cancer Recurrence and Metastasis.
pubmed_discovery_40501380,40501380,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Antisense Oligonucleotide Targeting Sortilin Reduces Vascular Calcification in Mice in a Sex-Dependent Manner.
pubmed_discovery_40496001,40496001,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Anti-TNF-α antisense-oligonucleotide-conjugated PLG nanoparticles protect transplanted islets.
pubmed_discovery_40473796,40473796,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Suppression of NRAS-mutant melanoma growth with NRAS-targeting Antisense Oligonucleotide treatment reveals therapeutically relevant kinase co-dependencies.
pubmed_discovery_40464260,40464260,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Quantitative Determination of Click-Reactive Antisense Oligonucleotide and Its Reactivity in Rat Brains by Hybridization LC-MS/MS to Support Pretargeted PET Imaging.
pubmed_discovery_40464102,40464102,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Design and In Vitro Evaluation of a Novel Antisense Oligonucleotide for Treatment of BK Virus Infection.
pubmed_discovery_40450413,40450413,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Antisense oligonucleotide-mediated redirection of Igf1 alternative polyadenylation.
pubmed_discovery_40447972,40447972,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Proportion of Immunoregulatory Cells in Inflammatory Infiltrate in Rheumatoid Arthritis Model and Its Correction by Antisense Oligonucleotides.
pubmed_discovery_40414239,40414239,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=4; Antisense oligonucleotide jacifusen for FUS-ALS: an investigator-initiated, multicentre, open-label case series."
pubmed_discovery_40412657,40412657,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; VPS9D1-AS1 antisense therapy via lipid nanoparticles reprograms cold tumors and enhances immunotherapy in colorectal cancer.
pubmed_discovery_40367190,40367190,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Intra-amniotic antisense oligonucleotide treatment improves phenotypes in preclinical models of spinal muscular atrophy.
pubmed_discovery_40339155,40339155,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Antisense oligonucleotides directed against App and Rab5 normalized endosomal Rab activity and reversed DS-AD-linked degenerative phenotypes in the Dp16 mouse model of Down syndrome.
pubmed_discovery_40324532,40324532,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Delivery of Itgb1-siRNA by triptolide-modified and anti-Flt1 peptide-guided ionizable cationic LNPs for targeted therapy of corneal neovascularization.
pubmed_discovery_40303997,40303997,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Identifying antisense oligonucleotides for targeted inhibition of insulin receptor isoform A.
pubmed_discovery_40268518,40268518,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Skeletal muscle effects of antisense oligonucleotides targeting glycogen synthase 1 in a mouse model of Pompe disease.
pubmed_discovery_40254975,40254975,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Trends in First-in-Human Studies for Intrathecal Antisense Oligonucleotides: Insights From 2010 to 2024.
pubmed_discovery_40243849,40243849,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Inhibiting Myostatin Expression by the Antisense Oligonucleotides Improves Muscle Wasting in a Chronic Kidney Disease Mouse Model.
pubmed_discovery_40237398,40237398,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; In Vitro Structure-Activity Relationship Stability Study of Antisense Oligonucleotide Therapeutics Using Biological Matrices and Nucleases.
pubmed_discovery_40235985,40235985,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Strengthening Antisense Oligonucleotide-Mediated Anti-Tumor Immunity via Metal-Organic Framework Nanoparticles.
pubmed_discovery_40076889,40076889,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=4; Expansion of Splice-Switching Therapy with Antisense Oligonucleotides.
pubmed_discovery_39974615,39974615,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Exploring precision therapeutics: computational design of antisense oligonucleotides targeting AXL gene transcripts in multiple sclerosis treatment management.
pubmed_discovery_39967902,39967902,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Lipid Nanovesicles in Cancer Treatment: Improving Targeting and Stability of Antisense Oligonucleotides.
pubmed_discovery_39955311,39955311,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Antisense oligonucleotide-mediated TRA2β poison exon inclusion induces the expression of a lncRNA with anti-tumor effects.
pubmed_discovery_39937881,39937881,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Antisense oligonucleotide-mediated MSH3 suppression reduces somatic CAG repeat expansion in Huntington's disease iPSC-derived striatal neurons.
pubmed_discovery_39937271,39937271,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=4; AZD8701, an Antisense Oligonucleotide Targeting FOXP3 mRNA, as Monotherapy and in Combination with Durvalumab: A Phase I Trial in Patients with Advanced Solid Tumors."
pubmed_discovery_39882764,39882764,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Characterizing Antisense Oligonucleotide-Induced Histopathology Findings in Spinal Cord of Mauritius Cynomolgus Monkeys by Molecular Localization Investigation.
pubmed_discovery_39793573,39793573,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Phase 1/2 trial of brogidirsen: Dual-targeting antisense oligonucleotides for exon 44 skipping in Duchenne muscular dystrophy.
pubmed_discovery_39653607,39653607,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Evolution of antisense oligonucleotides: navigating nucleic acid chemistry and delivery challenges.
pubmed_discovery_39549635,39549635,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Safety and efficacy of viltolarsen treatment in patients with Duchenne muscular dystrophy: A retrospective study with 3-year follow-up.
pubmed_discovery_40225946,40225946,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Treatability of the KMT2-Associated Neurodevelopmental Disorders Using Antisense Oligonucleotide-Based Treatments.
pubmed_discovery_39886125,39886125,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_offtarget_transcriptome_2023_2026; score=4; Preclinical study and parallel phase II trial evaluating antisense STAT3 oligonucleotide and checkpoint blockade for advanced pancreatic, non-small cell lung cancer and mismatch repair-deficient colorectal cancer."
pubmed_discovery_39666085,39666085,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Efficacy and safety of Donidalorsen in Hereditary Angioedema with C1 inhibitor deficiency: a systematic review and a meta analysis.
pubmed_discovery_39595574,39595574,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Molecular Profiling of Mouse Models of Loss or Gain of Function of the KCNT1 (Slack) Potassium Channel and Antisense Oligonucleotide Treatment.
pubmed_discovery_39589322,39589322,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; DMS-MapSeq Analysis of Antisense Oligonucleotide Binding to lncRNA PANDA.
pubmed_discovery_39494149,39494149,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Mechanistic insights into ASO-RNA complexation: Advancing antisense oligonucleotide design strategies.
pubmed_discovery_39473221,39473221,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Rethinking antisense oligonucleotide therapeutics for amyotrophic lateral sclerosis.
pubmed_discovery_39460376,39460376,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=4; Quantifying and mitigating motor phenotypes induced by antisense oligonucleotides in the central nervous system.
pubmed_discovery_39457466,39457466,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Recent Progress of Antisense Oligonucleotide Therapy for Superoxide-Dismutase-1-Mutated Amyotrophic Lateral Sclerosis: Focus on Tofersen.
pubmed_discovery_39416965,39416965,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Light-Promoted Lysosomal Escape of a Phthalocyanine and Antisense Oligonucleotide-Complexed G-Quadruplex for Dual Photodynamic and Antisense Therapy.
pubmed_discovery_39377066,39377066,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Splice-switching antisense oligonucleotide controlling tumor suppressor REST is a novel therapeutic medicine for neuroendocrine cancer.
pubmed_discovery_39363329,39363329,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Efficacy and safety of olezarsen in lowering apolipoprotein C-III and triglycerides in healthy Japanese Americans.
pubmed_discovery_39335447,39335447,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=4; Calcium-Enhanced Medium-Based Delivery of Splice Modulating Antisense Oligonucleotides in 2D and 3D hiPSC-Derived Neuronal Models.
pubmed_discovery_39126066,39126066,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=4; Allele-Selective Thiomorpholino Antisense Oligonucleotides as a Therapeutic Approach for Fused-in-Sarcoma Amyotrophic Lateral Sclerosis.
pubmed_discovery_38949758,38949758,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"chemical_modification_oligo_safety_2023_2026; score=4; A Randomized, Open-Label, Phase I, Single-Dose Study of Antisense Oligonucleotide, Vupanorsen, in Chinese Adults with Elevated Triglycerides."
pubmed_discovery_38271438,38271438,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=4; A phase 2 open-label study of the safety and efficacy of weekly dosing of ATL1102 in patients with non-ambulatory Duchenne muscular dystrophy and pharmacology in mdx mice.
pubmed_discovery_38040383,38040383,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=4; Antisense oligonucleotide-mediated disruption of HTT caspase-6 cleavage site ameliorates the phenotype of YAC128 Huntington disease mice.
pubmed_discovery_37834294,37834294,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=4; Antiviral Efficacy of RNase H-Dependent Gapmer Antisense Oligonucleotides against Japanese Encephalitis Virus.
pubmed_discovery_37036788,37036788,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=4; Next Generation Exon 51 Skipping Antisense Oligonucleotides for Duchenne Muscular Dystrophy.
pubmed_discovery_36195820,36195820,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_therapeutics_safety_2023_2026; score=4; Structural Fingerprinting of Antisense Oligonucleotide Therapeutics by Solution NMR Spectroscopy.
pubmed_discovery_42166976,42166976,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=3; 5-O-Methylembelin disrupts the ACO1-TPI1 interaction to promote ferroptosis in clear cell renal cell carcinoma.
pubmed_discovery_42142608,42142608,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=3; Forest-cultivated Epimedium koreanum Nakai mitigates organotin-induced renal injury and the exacerbation of diabetic nephropathy via the SIRT1/NRF2/PPARγ signaling pathways.
pubmed_discovery_42128249,42128249,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=3; The nucleotidyl transferase URT1-directed mRNA surveillance is critical for embryo and seedling development in Arabidopsis.
pubmed_discovery_42121023,42121023,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=3; Carrying the seeds of your crop: fungal genetic networks activated during colonization of the ambrosia beetle symbiotic organ.
pubmed_discovery_42119893,42119893,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=3; StICE1 activates StCBFs expression to regulate cold stress response in potato (Solanum tuberosum L.) seedlings.
pubmed_discovery_42117064,42117064,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=3; Transcriptome analysis and characterization of cathepsin B-like protein in Melanaphis sorghi in response to resistant sorghum.
pubmed_discovery_42085538,42085538,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=3; Protein phosphatase 2A regulates senescence and immunogenicity in medulloblastoma models.
pubmed_discovery_42033472,42033472,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_transcriptome_2023_2026; score=3; The rice cysteine protease OsEP3A promotes seedling growth and seed development and contains a nitrogen-starvation-responsive sequence.
pubmed_discovery_41999945,41999945,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_transcriptome_2023_2026; score=3; Integrated multi-omics analysis to elucidate the genetic basis of seed traits in cotton.
pubmed_discovery_41967697,41967697,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=3; Targeting the NSUN5-circPPAP2A axis reverses immunosuppression and sensitizes renal cell carcinoma to anti-PD-1 therapy.
pubmed_discovery_41962205,41962205,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=3; LHX2 is associated with tumor microenvironment characteristics in clear cell renal cell carcinoma and modulates the malignant phenotypes of cancer cells.
pubmed_discovery_41949020,41949020,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=3; Crosstalk Between Clec7a and TLR4 Immune Pathway Drives Renal Damage in a Cisplatin-Induced Acute Kidney Injury Model.
pubmed_discovery_41474128,41474128,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=3; Phosphorothioate and 2'-Fluoro Ribose Substitution-Mediated Hydrophobic Effect Empowers RNA Probes for Highly Sensitive and Subtype-Selective miRNA Imaging.
pubmed_discovery_41443406,41443406,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=3; A single-arm phase 2 trial of an investigational RNA therapeutic to complement factor B sefaxersen for treatment of IgA nephropathy.
pubmed_discovery_41329256,41329256,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=3; Comparison of first-line immuno-oncology combinations with molecular targeted therapy in patients with advanced renal cell carcinoma undergoing hemodialysis: a real-world multicenter retrospective study.
pubmed_discovery_40848498,40848498,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=3; A fluorescent aptasensor for accurate and sensitive detection of glyphosate based on asymmetrically competitive CRISPR/Cas12a with phosphorothioate-modified G-quadruplex.
pubmed_discovery_42077930,42077930,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=3; LwaCas13a indiscriminately targets the human transcriptome.
pubmed_discovery_41399434,41399434,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=3; Leveraging the active conformation of LFA-1 as a potential target for hematological malignancies.
pubmed_discovery_40683108,40683108,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"oligo_therapeutics_safety_2023_2026; score=3; The complement system: Biology, pathology, and therapeutic interventions."
pubmed_discovery_39948369,39948369,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=3; Full-length transcriptome atlas of gallbladder cancer reveals trastuzumab resistance conferred by ERBB2 alternative splicing.
pubmed_discovery_39893955,39893955,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_toxicity_safety_2024_2026; score=3; Inhibiting the alternative pathway of complement by reducing systemic complement factor B: Randomized, double-blind, placebo-controlled phase 1 studies with Sefaxersen."
pubmed_discovery_39645556,39645556,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=3; ASO Author Reflections: Decoding Racial Differences in Colon Cancer Transcriptomes.
pubmed_discovery_39707174,39707174,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=3; Transcriptome profiling of foxtail millet (Setaria italica) pollen and anther.
pubmed_discovery_38800826,38800826,literature_discovery,derived_annotations_only,abstract_metadata_only,core,phosphorothioate_aso_safety_2024_2026; score=3; Structural dynamics of therapeutic nucleic acids with phosphorothioate backbone modifications.
pubmed_discovery_36694259,36694259,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026; score=3; Phosphorothioated amino-AS1411 aptamer functionalized stealth nanoliposome accelerates bio-therapeutic threshold of apigenin in neoplastic rat liver: a mechanistic approach.
pubmed_discovery_42218706,42218706,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Small interfering RNA (siRNA)-based targeting breast cancer therapy.
pubmed_discovery_42218144,42218144,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Targeted silencing of CLYBL with platelet-mimetic siRNA nanoparticles drives itaconate-mediated macrophage reprogramming and protects against sepsis-triggered lung cell death.
pubmed_discovery_42216305,42216305,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Structure-Guided Engineering of Histidine-Rich pH-Switchable Endosomolytic Peptides for Spleen-Selective siRNA Delivery to Inflammatory Macrophages.
pubmed_discovery_42216038,42216038,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Tunable PEGylation platform for efficient siRNA delivery using mesoporous silica nanoparticles.
pubmed_discovery_42214258,42214258,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Comparative evaluation of ultrafiltration and EMSA formats for siRNA plasma protein binding: Methodological determinants and artifacts.
pubmed_discovery_42208109,42208109,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sirna_clinical_safety_2023_2026; score=2; Ginseng-derived cholesterol analogues enhance pulmonary siRNA delivery and alleviate allergic asthma.
pubmed_discovery_42198287,42198287,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Evolution of siRNA Therapeutics: From Mechanistic Foundations to Clinical Expansion.
pubmed_discovery_42198221,42198221,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Emerging Non-Conventional Approaches in mRNA-LNP Formulation for Therapeutic Applications.
pubmed_discovery_42193329,42193329,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"lnp_oligo_delivery_safety_2023_2026; score=2; Effect of Short-Anchored PEGylated Lipids on Lipid Nanoparticle Characterization Profiles, Stability, and Efficacy."
pubmed_discovery_42193283,42193283,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Functionalized Lipid Nanoparticles for Targeted RNA Delivery in Immune and Inflammatory Diseases.
pubmed_discovery_42189390,42189390,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=2; IVSA-based siRNA targeted delivery system as a universal strategy for the treatment of EGFR-positive cancer.
pubmed_discovery_42184701,42184701,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_sirna_safety_2024_2026; score=2; Rapid assessment of metabolism and disposition of conjugated oligonucleotide vutrisiran in rats using a sensitive LC-HRMS platform.
pubmed_discovery_42182416,42182416,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=2; Sequence-Defined Digital Bottlebrush Polymers for Programmable Oligonucleotide Delivery.
pubmed_discovery_42181752,42181752,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Lipid nanoparticles for nucleic acid delivery to osteoblasts and osteoblast-lineage cells: A systematic review.
pubmed_discovery_42180053,42180053,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; A novel auto-fluorescent porphyrin-lipid nanoparticle strategy for CTNNB1 gene silencing in hepatocellular carcinoma.
pubmed_discovery_42179012,42179012,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Tandem Oligonucleotide Synthesis Enabled by a Reducible Linker.
pubmed_discovery_42177899,42177899,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Multifunctional hybrid lipid-polymeric nanoparticle enabling resveratrol and siRNA co-delivery for enhanced cutaneous wound repair.
pubmed_discovery_42173448,42173448,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Biomimetic lipid nanoparticles for macrophage reprogramming in cancer immunotherapy.
pubmed_discovery_42167744,42167744,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Meta-Learning as a Promising Strategy for Lipid Nanoparticle Optimization and Ionizable Lipid Discovery.
pubmed_discovery_42162746,42162746,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Dual-functional chitosan-hyaluronic acid dialdehyde nanoparticles for CD44-targeted Bcl-2 siRNA delivery and photothermal therapy in bladder cancer.
pubmed_discovery_42155236,42155236,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"lnp_oligo_delivery_safety_2023_2026; score=2; PEG-lipid structure controls in vitro PEG shedding, surface remodeling, and timing of lipid nanoparticle-mediated silencing."
pubmed_discovery_42151957,42151957,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Microneedle-mediated transdermal delivery of siRNA-loaded nanoparticles for atopic dermatitis therapy by disrupting cuproptosis-pyroptosis crosstalk.
pubmed_discovery_42150356,42150356,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Lipid@polymer hybrid nanoparticles for efficient siRNA transport across the lung barriers: Mechanistic insights into the role of Ionizable lipids.
pubmed_discovery_42148153,42148153,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"oligo_prediction_benchmark_2023_2026; score=2; RNA duplex formation and competing endogenous RNA, proposed as mechanisms in regulating expression of natural antisense transcripts- from hypotheses to potential therapeutic applications."
pubmed_discovery_42146298,42146298,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=2; Albumin Pre-Coating Enhances Intracellular siRNA Delivery of Multifunctional Amphiphile/siRNA Nanoparticles [Retraction].
pubmed_discovery_42142676,42142676,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Effect of vascular disrupting therapy by lipid nanoparticles on the tumor microenvironment.
pubmed_discovery_42138142,42138142,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Optimization of Lipid Nanoparticles for Safe and Versatile Lung-Targeted RNA Delivery and Disease Therapy.
pubmed_discovery_42135712,42135712,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Galactosylated LNP-mediated hepatic Sam68 silencing improves glucose homeostasis in diabetes by suppressing gluconeogenesis.
pubmed_discovery_42135452,42135452,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Combined PD-1 and TIGIT blockade via siRNA enhances anti-leukemic T-cell function and promotes AML cell apoptosis.
pubmed_discovery_42134451,42134451,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Advances in siRNA and synbiotic therapies for colorectal cancer: a molecular and microbiota perspective.
pubmed_discovery_42131363,42131363,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_prediction_benchmark_2023_2026; score=2; eMALDI MS and oligonucleotide analysis.
pubmed_discovery_42126331,42126331,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_offtarget_safety_2024_2026; score=2; Poly-L-Lysine Doped FmocFF Nanogels as Delivery Platforms for siRNA.
